userId,count
e1112699ed38583e2fd4f2852e6fe4831047e7f5d67ef0b342aa9bd2beaa5663,4
41272a208427e4096e85521f6d477fcacfa1fb995b968f008054a6753e8200b6,4
56a82d35bb61b80cbd93a85b5acc8d009e871cbe4d03911806c223d5cea25f25,4
a8eaead0902b31e99b9a5fae1dd6fbde6e1ed016f31e0e401d503d8009259995,4
ba682ef3a8cc1624e55af2ad49c986b7b4c031c4b8a5696e7fb8eddac97dc03f,4
a8aca6b51fb2c9a93ad505c13efd5e1afdbd66248f1c8f358554c35d51273d3e,4
5921a0d8143014d2389402884448c2503c796e257a8c3e61341622170c56143c,4
1fc979c3f4ba77dff3629bb45ce115de00c626deb48867c8be20bead98d29cd5,4
93e014ade0bf1d9f265113af711a988a0f4b27baf19b0385741ef502d66cd1f4,4
26381e5768b776c024fb3c45434316bc3ac40f40bd705c2c23376e03ef76fdb2,4
b76d3938ec38ffb708cbe856bb869ac2891e9ca647ae59e6a49226e9f0f7de69,4
7b22d3620614ad0290fa346eee5f0d5edb97356d2097330e935438f0cac83108,4
1247b71f6a93615db829ae40cf15e9aba5b471e41b61d0db41801b56ff7fdebb,3
a0e9c10228699991af75a4ce787663b09856a8f49c440a95eb027c73c10dbc8b,3
00857c35a24a94de68389956f11d88431a6095a41487a4d9ad0288950b1ee142,3
d73d7ad60fafa19570da45f3890284e88dff60939da6e29a89ddd8b9f93a2a88,3
d0bc914710d8dbb155ad29cf461fc5a7c65e762bc039850e9bd54e43df985583,3
c086e0863f3db7f804218541c8e7c6f7509e3b0740cf0eea2c1d63dcabf93bbe,3
15656585878e18d6b600e16e81f7ae5c90a9ea0165cd0104b02f44c95e6e699c,3
c86e8441c8298cee1fe7639f8e5945c4cedef56952f651d85ef86237bf4e9249,3
80b962d0b26f24be01d5534e4c86bcb8d4b65f28e598af20d96ad5cfd423caf8,3
f5933804208280de1bacd5febff6c3b35488c717dc83ffefcfd248108fbffac1,3
c45b9c46ae32a47f1af17d73a8853a373ee10cd7a7d6a5ab0428366ce248d915,3
77415b8d3fe8db7412e0196abd7c5af376c3c17975191f3f98c2884825327fdd,3
14342187e54f3a2404cffd6e463fe15371cad6fe8be1536811462d671707e719,3
bbfd069e7a15119e44ee52adbcfd50972fc97d0fc3c909ecc8ceae43d7c3761e,3
dfecd3c4c178db3b079d227d145d48db0e2cafd67fa4f41f94cb292974373cf2,3
84fe6938b6972b45074ea5dab2a699e1727d75019e39ac4c19ac6c241200a36d,3
ce5cbcebf141f5a2e9e4d61f59a24e88aac907e5fa2eabbb8879f94967e61cb3,3
8af08ae721c9678ed07caca6dfc604f89a3fa606288ef2dc2bae347572a5c989,3
d7f5798f9b79e2dcd965def08fd6eeb3952f75287b44998a7eddd2bead174798,3
ea6b4e815b434ec2e4f000da5a8684e7cbb3dab2b5aee0630302ed76d6e03b0f,3
e677d2576b60587d2e57d3055a889a2891a2e6f6a9175aa3d8aca082996f333f,3
0ac9556a2ba64cff275df4096270b9e48e74c21dcd56077682694bde52b76bce,3
ef4033c471ed8946b45698f1d0b3da3ba4fe80f530e4c6748f6cebaa6221ee94,3
cefd71e1f4f887d1ec8d70f3193017501834cb508ab0e1f471e8ef4dfa0fd128,3
638689f6db9b62052a2dd5688ea6adc3ab01008cf47ca1f96dfd8388cae72817,3
f46e44d213a475405e4a017b1abd03f47b514f9d1fcea73ebe9d577d8ce6baa7,3
8337475b8ea1fc461f41c404cd0521b5b9f8df8aaac7583de853155189045128,3
cd4dea87c5326f040789809dd0f35fce1196732e707d99092bd32b236411b812,3
4be2d5c8df4f1943e92a639c00808b1802b3a5b9c13e96d55c3cdaf9e2d69f60,3
887ad7481df90fadda6fcf17092661bd891d936d33c09b60dbd5ff3858dd936b,3
13e2cd1141e4b6ea338f48b5f4f37fcd5b6ec9e53143eb007b205d440401f985,3
f84db974d8a71bb4fcc551e600412fe0cbfb6856119243ae2cde8ab791e73b63,3
c447dabcaf93d829995cf264763ebc53b5d781ec10cb982e057bea01d12703ea,3
d9f25b810862bf5010a88641c51c48f4d3639de77494aeaf8643528e79261cdc,3
d7c6da40d6538bdb8593609ef0feb7e59ebeae3adaf7f3b564ddf46a8aa868bc,3
5f611f0fd84fac44ade62e988ab717418bd6d7ce2df4fa8471811fd014651208,3
a7595704c5287dd069313ba774aef2b85787c7a199805530ecae3021febf3eba,2
bc496d88da4220b5d1a89946fedab2b38176786921461e74037cd8e1de3fd4a7,2
87a864a5ef11e28ec3f43aecd775fb626eaafba10318b4d42f4dc61308bb214d,2
4a73716e4f8199403cca15416607cb534c6610bef202b27f719b19cba4bb5fe8,2
ad080d6e4b5c1f01f61fbdaef6e7a934299617f837304b93e62ca721f3e4267a,2
fece4e703d7afd4aa6383882dc54f01a0d4134a53139be26814b8ca85c378ddf,2
69abd8890f8e57425d9f1b29c2e7236f7e3a8eec41590fff46348cbd32adae5c,2
558a0048f9b2d5553ebcc37d0ab0b18240914404a38503947796c53ed7899f18,2
f615f7212bc4094d80f56b9d030c4435ab92726bd5fd154238f747506edfb419,2
e846cab6732fc4a197d68c602118341a9a2813ed005ae9d9e455cfaca4130a43,2
c2bab47ae347c0b2cdf79a6d4b86b360f05982361fe20ff910b6198d4f9c79a8,2
eaa045ff5ef11951c6f42a722ae84402d47f5487987a37f72c2806ea9a92d082,2
bed121324667cadba721625537e8400451ec363638b96e4eeda9b1e9996891ec,2
88d5ba40aad113aa783bd01f049696bed24868c286974f05291c320dad1f2754,2
d3e2ce5a9c4d080bffdb21a30a56fa2e50e68c5a40f28eae1a1ab47bd07e9282,2
29c2fac6ffded3ed1bc935abba4646a3a02eac79f0ecead7d3df39167b56c299,2
a72ccf295da090667cd2ce3da4ff5159202cb0eb0e8b13a7e2d749ecbe7da82d,2
cb17781b03f3ea3185ef5e51a026c39b0b235f9009d635b5b7fe42867a8b60ef,2
c6dcfcef48d17776d2c4faea281188070e347962a2ab498132b2deb276cc9e03,2
070b6d94298ef5cf88372a87d0589b65bf06c4ce1b9f48035a37e11dc45f939b,2
4930d79250a8ed3a63a6100e48b3d1c83e6bbfe27f33667e0dc18f8eb815ae96,2
c751ce7eec7377f7af9896afcd0e28bee96662c4b6515f820749dde2b583408e,2
d5410fd1bf1abb56f473dce0932b3f419ee3b437ed62a1947ce97d65147c4c39,2
40718f0fe52ee4d64531ec2bead9f51de23b70dd7b3051d10de651977b2b892f,2
e5328fb56f7be9f97cc73dfc1b64b6c50359a6e8a0157fddef4c29ab864ce71e,2
b6e00c719079957d4af7ae8ddbd5915989644b49c95c4faf12ced389460d3aff,2
ed03cd65eec3abaa268733d0477d1556a96ab92d1270681b04cd92cd5ab822ff,2
91811e7d97b5adc829dc34b547122331100d083f80c9fed5844a2aae620d7db0,2
372e550df31247df05f44fc223156839e9d63c8c9940d4ecd202984e4292f1b9,2
8684792da83c176100596767eb22169d63b15d413cce5d8a2faffa2eaa7fc584,2
b1f3fb27216e44bb3d04a68d669ad782f8112bcda869227e1b9af2755aa43a66,2
6da5192be4c2e6d815d2a7c2d54cc0a0571374af68bda20b86674a4d5134d500,2
20e56c1729018da415112d1901cd7da5d4be0c6bb06df375dfef3dc294e8b1ba,2
98f3697a4e97139c6b130d3de46c894c1de21894542fda8935866882872bbd46,2
dc93194ed4faa951d13573a0d016c7b7f5ab5dcc221b87eeb6c071230637f51d,2
146cbf70400926a4f4bb5b0affd656b0af21e7ca7968d57c5087ef4526d38e27,2
6b90bd96ca0e3fb2bbeee3f3e002a712c0fca9fe78ee33a93b076c7e054ff6c4,2
e0564c0943c89c8383bad05cd879ae712f3d76fb246a044024fd493fcc29c5a2,2
86e3b617443a06c2e5b68cfb7ccfc217cc0782490edcd4f967c5a3ce3b5c93db,2
3aaaed75507731af8179515635afb550d643a4ed9a04baf5013d60b2b18df117,2
9f2dd92a4339b13a82b64a2fd678003b003932823bfb14f55f390437b4e07aa9,2
0c5201ba06656ccf5c34789f864b655784218f6c40d108cb543a2a17faded7ac,2
551d5e1769bb38bcdce86d09ecf55de6ea8ce6be6eb2488bf1b721c959ad8e22,2
dfbb9947898008e358bf921b3f24c0d7a8a73eff42fb8767ba671059207a702d,2
52ae5c54178e0633e66dcd77d2ae7e39bbb03f1e8f6191a3a5c015e83b7ac41a,2
f86baca441e9169474c87f6f96d9a6246e5fddeb4ec5fabc2d70bc0496b391d5,2
ac5e8459dda949bde5c68b53890e2fcabad0e20d3060a6265ea1a0decb369b1d,1
86fa93689859e749b6b5cfae69447e47c65f857db6f19ccb82bf73910ceba5a5,1
beacf618b4093b58328555d10c8fdeaa260ff30d131b35864a630608ffac3c48,1
f0b7c964ffbef19efa8e8a55ea0137730ec21a896e1bc003f8343044f3c5944a,1
d04a7730b7dd5053589b5e3cc22e49a563b8e67420b7902b50571fb05b582b14,1
d2443223b5b18e99d589d7f953b13fd20ead7de6ce136582fb40ac539f83663f,1
1c13ae65237dc1acdfca0a000aa04823f95a2e015951ca284fa71ed30df878c0,1
b7653718615092a97e509a43af4e70bf6401404f931a24866370465600421228,1
6f227f29afd76f05808cdcd82945f4652ef79200438300811561a58b7351eddc,1
ff2e240eb9906038d54f073b68882b73bfd77f127b15bd7c03d40c0eb78f3099,1
49de4d7ee9961cc72712d8c0ce3456376b5e088fa79a48622a8b6bd58cb1210e,1
f61b2a64-56c0-4a82-8f05-111a0c01b6a4,1
7b99404fce2511a9ff9dfea8d1e45332df95229c064dc220814da13abe45b32d,1
8b40671d6d3fcf6ffb49d7fa41cd184eda894606310817db1c4c702d616f3f63,1
138dbee80236fcf807ce8307f17a76c28329ffaef5ef4514d6faf5b855ba0110,1
4faa645f27a86792aefaa1240229d17aa8b94c2b3a028b011f696bbb6ae1e4a2,1
3d1d2668f8e6a7a3ead4ea48e595e9a6f58fe852e791369ff2ef9c5d4675b449,1
da78424b1245dbb315b70bd406c150fcfc9ffae6f99abaab6a4fef195dccaef1,1
02e071f4ace82b6e1c990c7b05dbcb1b6054984f96d58f09cb3bfa7a26cc6a87,1
893bdb490c011cb373fc32476fa4dffda328d317fa0fefa9edd56a06b5a5970c,1
5ac7bf1eee8af352b52bf96db469ff6df572e305df5e5ba2554e3db338228ad2,1
30ff2922d093b4603473fdf491b42c9aaa76ee002fabd2b90c40b92096bb98d3,1
96faeb03204dc97bd56dcd21402ac5c1c3e4625933e74f20f45aa37e529447ca,1
79c92c3e31c61cc29cd600c13169fb4e4b470ce2feba0574f1d54b0eca86b50d,1
199bdba2a0cf76a2a5cd1ceeb39e0a2ffbfd9b532d272b2a454d57edb136e3a0,1
8a0df705caefe875cf50b01cdbb83e7090ea22f41cb6af5684bd5e2f34b7a7e4,1
b9c5f08b5f50d30cf5de7c8fa4ab6a2935e63a461969bcd3d332e4f5684b51a4,1
b3e976043b368a6b4de71573a950750e2f51f7f20171d0ba2da5a59bc8c50bd0,1
997e98c8612e718095de71ae6a40c518bc27826b589a093f2e355d2b87d3c294,1
c2d9d1fcff8bea503898ca0c306839d992a23584a37e20b911871da9f536f203,1
208623ccba6345cf827935b5459d20f8ed2e540c2a23dfab33225b12c47807d8,1
fa1082cab33de3c28a1bc52628b644eabf3e1a92567d8ebedb1af9e0f45de4ee,1
720866c48a0d0245f5a4d2ca19e15e32ac9668c241a9e084d21ab2d4b3dbc839,1
6811143bb1e8a7bd81cb10a5226ee680e4e61d630bd1059d56875e3299d3ce19,1
f2dc54c84b22701f999ddbd3b1058628023c62f359704e81d015cd386add3b95,1
f4b85714d819529e6493b6c7396bc3d0b256ba7df7d97cfaf9bd2f3af307507d,1
9c949213f82b153e55931bec48c373d8a4e06f676fdc3273f29e2b12d04c77db,1
8affe5f73dc118f194d9be284b3ef9c13b3f46d5494e814335aadec4653842c2,1
ab720d40c7337665489f8cc2760a96316231519f0f469995fa8038bce448b7c5,1
60c996423c869f575fa4dd8886b167f8e6525788fbf5d7c1ffba8b0a0d0ed9ce,1
f5d5600714c202fd19c40699c4517e061940187715605ed8ff8bcb78fd3c15f4,1
63c46f210e7d30f7862f552334d77aed7022dd85cf4a8f97b7abe8da47cd0dae,1
5a89a44904d316f735bed5a389d5dd885938366878461cf259300e827b41696f,1
0ad60ced7ac8c11b96145be96f0b076e0d63feae3e13688529da58cf59b806ca,1
5acc5f8a15db5a07be7724742d99ddb47518fe4d89e19ad79e81dfc40265b68f,1
e33bc96b119fa0c73359dd8a28878386a1e28814f0f3085b2e7ca1597479d2db,1
d1c202cd0e0431541fc826ed9d66c77562533a73d15b5b66daa2b1550d6f3826,1
5f3711dad9dc4dc68305e9334c220b2ab6f80707f9ab7dbb2ced6dca127f08a3,1
0daa87958cac1ee11db3ead56eaec491a75358f7cc2a69df08d8ab5e9464c701,1
7a1203bc29b95be18d17a9b6c24316aed965c1c22de3beb07b27151d44ba2780,1
8271f802e0491b24d98caa7d99fb1a27d58e61c6c937a7c396845b50fdaf529a,1
a8ffd0fde01bf438b0f2f1c79931b171e0a8ce6a1f4d19f2e15542b870f7df3e,1
0fa65a19a128bb139fe99b29bfde7f1795c260586f00b70763a4a481d7d650a6,1
12a60ccd7fafc26866e401fb289a3e4f8f7df2215522b41c1167930ce1f0152d,1
26d5c4f55d87841e540a4cf92d9ba575229e8a0101ec6a8b18926b26cb7de58f,1
e5fbef95e8225f3ba59d20a58ea5a824d38360d79ec4f2b7bc08e484257f1a80,1
11e4b63cf114aa38afdfe285e7aea198486b7473152570b1f144c13696680478,1
32d4d611a01f9ebf5f0464c4894ea90cb6b0663df5141efafde01d1be1661397,1
53bf2e12d05c55ebf39ac37d386d2675980ae4df1e9a8d8c416161b2a8b14a87,1
6cb94fa5de08b0b3fb097b53c8d20c739281248dd07a5896068d677f02427bd1,1
03cc535dc7e5d96420e37c899c7cfd00ac0710f63146dfcc8778499e289069a6,1
176fcc6c4ed898996dc300294f456d70e3e8b09966899d7b93a5b22a960e49d3,1
3d5b02d95ed26e66a9480db5e11ad2950545ecf0bb18ff825786d3aa0bcdb303,1
4a7fdd4d9a9c8a11e087f6792d606e3e3a64ecf8cfc67a623b752c0a694a87a4,1
4c7050ec86626c3d334dee3f2aeb69b2f5549d1601858425d91c5233ea568853,1
484b0f7d50b7d5f715474bb9937bc35cc17787dd579c15bc215391062efe7398,1
